carat,cut,color,clarity,depth,table,price,x,y,z
0.56,Ideal,F,SI1,61.1,55.9,7.430114138561801,5.33,5.35,3.26
0.54,Good,G,VS1,60.8,62.0,7.430114138561801,5.22,5.24,3.18
0.56,Very Good,G,VS1,60.2,56.0,7.430707082545968,5.35,5.37,3.23
0.55,Ideal,H,VS1,61.2,56.0,7.430707082545968,5.26,5.3,3.23
0.51,Ideal,D,SI1,60.4,55.0,7.431299675155903,5.48,5.18,3.16
0.56,Ideal,H,VS2,62.4,56.0,7.431299675155903,5.27,5.23,3.28
0.51,Ideal,F,VS2,61.4,56.0,7.431299675155903,5.16,5.13,3.16
0.51,Ideal,F,VS2,60.6,56.0,7.431299675155903,5.19,5.17,3.14
0.51,Premium,F,VS2,61.0,58.0,7.431299675155903,5.17,5.1,3.13
0.51,Premium,F,VS2,62.1,58.0,7.431299675155903,5.12,5.09,3.17
0.51,Ideal,F,VS2,62.9,55.0,7.431299675155903,5.12,5.08,3.21
0.51,Ideal,F,VS2,62.9,57.0,7.431299675155903,5.11,5.09,3.21
0.51,Ideal,D,SI1,61.8,55.0,7.431299675155903,5.18,5.14,3.19
0.51,Premium,D,SI1,60.1,60.0,7.431299675155903,5.17,5.15,3.1
0.51,Premium,D,SI1,61.0,60.0,7.431299675155903,5.18,5.15,3.15
0.51,Premium,D,SI1,60.3,59.0,7.431299675155903,5.22,5.2,3.14
0.51,Premium,D,SI1,62.3,57.0,7.431299675155903,5.13,5.08,3.18
0.51,Ideal,D,SI1,62.4,57.0,7.431299675155903,5.13,5.09,3.19
0.51,Ideal,D,SI1,61.6,56.0,7.431299675155903,5.12,5.1,3.15
0.51,Ideal,D,SI1,61.7,55.0,7.431299675155903,5.16,5.11,3.17
0.51,Premium,D,SI1,61.6,58.0,7.431299675155903,5.14,5.12,3.16
0.51,Premium,D,SI1,60.9,59.0,7.431299675155903,5.19,5.13,3.14
0.51,Premium,D,SI1,60.1,60.0,7.431299675155903,5.18,5.14,3.1
0.51,Ideal,D,SI1,62.8,56.0,7.431299675155903,5.09,5.07,3.19
0.51,Ideal,F,VS2,63.2,57.0,7.431299675155903,5.08,5.05,3.2
0.54,Premium,E,VS2,59.0,60.0,7.431299675155903,5.38,5.32,3.15
0.56,Very Good,H,VS1,59.8,56.0,7.4318919168078,5.35,5.38,3.21
0.5,Very Good,D,VS2,63.0,57.0,7.4318919168078,5.03,5.06,3.18
0.64,Very Good,F,SI1,60.7,59.0,7.4318919168078,5.51,5.59,3.37
0.53,Good,F,VS1,64.2,56.0,7.4318919168078,5.11,5.14,3.29
0.52,Ideal,E,VS2,62.6,57.0,7.432483807917119,5.09,5.17,3.21
0.52,Good,G,VS1,63.3,55.0,7.432483807917119,5.09,5.12,3.23
0.52,Ideal,E,VS2,61.8,55.0,7.432483807917119,5.17,5.19,3.2
0.52,Ideal,G,VS1,62.3,55.0,7.432483807917119,5.14,5.16,3.21
0.52,Ideal,E,VS2,61.1,57.0,7.432483807917119,5.18,5.2,3.17
0.52,Ideal,E,VS2,59.5,57.0,7.432483807917119,5.25,5.27,3.13
0.52,Premium,G,VS1,61.2,60.0,7.432483807917119,5.13,5.19,3.16
0.52,Premium,E,VS2,60.7,58.0,7.432483807917119,5.17,5.21,3.15
0.52,Very Good,E,VS2,60.3,60.0,7.432483807917119,5.17,5.21,3.13
0.52,Very Good,E,VS2,62.5,56.0,7.432483807917119,5.15,5.18,3.23
0.52,Ideal,E,VS2,62.2,56.0,7.432483807917119,5.11,5.15,3.19
0.52,Ideal,E,VS2,61.1,55.0,7.432483807917119,5.2,5.27,3.2
0.52,Ideal,G,VS1,62.7,56.0,7.432483807917119,5.14,5.16,3.23
0.52,Very Good,G,VS1,61.1,58.0,7.432483807917119,5.16,5.19,3.16
0.52,Premium,G,VS1,62.4,59.0,7.432483807917119,5.13,5.16,3.21
0.52,Ideal,E,VS2,61.7,55.0,7.432483807917119,5.16,5.21,3.2
0.52,Very Good,G,VS1,61.7,56.0,7.432483807917119,5.17,5.21,3.2
0.52,Ideal,G,VS1,61.1,55.0,7.432483807917119,5.15,5.19,3.16
0.52,Ideal,G,VS1,61.8,55.0,7.432483807917119,5.17,5.21,3.21
0.52,Very Good,G,VS1,62.4,60.0,7.432483807917119,5.11,5.12,3.19
0.52,Ideal,G,VS1,60.9,55.0,7.432483807917119,5.16,5.22,3.16
0.52,Ideal,E,VS2,61.2,56.0,7.432483807917119,5.16,5.23,3.18
0.52,Ideal,G,VS1,62.4,56.0,7.432483807917119,5.11,5.15,3.2
0.52,Ideal,G,VS1,62.7,57.0,7.432483807917119,5.12,5.15,3.22
0.52,Ideal,E,VS2,62.0,55.0,7.432483807917119,5.14,5.19,3.2
0.52,Ideal,E,VS2,61.9,56.0,7.432483807917119,5.12,5.16,3.18
0.57,Premium,F,VS1,59.9,59.0,7.432483807917119,5.35,5.4,3.22
0.52,Very Good,E,VS2,60.9,57.0,7.432483807917119,5.17,5.2,3.16
0.52,Premium,G,VS1,62.6,59.0,7.432483807917119,5.08,5.11,3.19
0.52,Very Good,E,VS2,62.3,57.0,7.432483807917119,5.1,5.17,3.2
0.52,Ideal,E,VS2,60.9,57.0,7.432483807917119,5.21,5.23,3.18
0.52,Ideal,H,VS2,61.7,55.0,7.432483807917119,5.2,5.23,3.22
0.52,Ideal,D,VS2,62.1,57.0,7.432483807917119,5.13,5.17,3.2
0.51,Ideal,G,VS1,62.4,57.0,7.432483807917119,5.1,5.13,3.19
0.56,Ideal,I,IF,61.9,54.0,7.432483807917119,5.29,5.34,3.29
0.53,Ideal,E,VS2,62.1,54.6,7.43307534889858,5.19,5.21,3.23
0.5,Ideal,D,VS2,61.9,55.0,7.43307534889858,5.09,5.12,3.16
0.5,Ideal,D,VS2,61.9,57.0,7.43307534889858,5.08,5.1,3.15
0.58,Ideal,G,SI1,61.5,56.0,7.43307534889858,5.35,5.38,3.3
0.5,Good,G,VVS2,61.2,63.3,7.43307534889858,5.06,5.08,3.1
0.47,Good,E,VVS1,64.0,62.0,7.43307534889858,4.9,4.97,3.16
0.5,Good,E,VS1,60.3,62.0,7.43307534889858,5.1,5.11,3.08
0.71,Premium,J,SI1,62.4,61.0,7.43307534889858,5.68,5.63,3.53
0.61,Ideal,D,SI2,59.9,57.0,7.43307534889858,5.55,5.53,3.32
0.54,Premium,F,VS2,62.4,58.0,7.433666540166168,5.25,5.2,3.26
0.57,Ideal,G,VS2,61.5,55.0,7.433666540166168,5.33,5.37,3.29
0.5,Ideal,F,VS2,62.7,56.0,7.433666540166168,5.07,5.1,3.19
0.56,Ideal,H,VS1,62.2,55.3,7.433666540166168,5.26,5.31,3.28
0.52,Ideal,G,VS1,60.8,55.0,7.433666540166168,5.2,5.26,3.18
0.51,Ideal,G,VS1,61.9,56.0,7.433666540166168,5.12,5.16,3.18
0.56,Ideal,E,SI1,61.6,56.0,7.433666540166168,5.29,5.33,3.27
0.5,Very Good,F,VS1,62.0,58.0,7.4342573821331355,5.08,5.11,3.16
0.55,Very Good,D,SI1,60.7,58.0,7.4342573821331355,5.24,5.3,3.2
0.55,Very Good,D,SI1,61.2,58.0,7.4342573821331355,5.24,5.29,3.22
0.55,Ideal,F,VS2,61.7,57.0,7.4342573821331355,5.24,5.29,3.25
0.55,Ideal,F,VS2,61.1,57.0,7.4342573821331355,5.27,5.3,3.23
0.55,Ideal,F,VS2,61.1,56.0,7.4342573821331355,5.27,5.31,3.23
0.55,Premium,D,SI1,61.0,58.0,7.4342573821331355,5.27,5.29,3.22
0.55,Ideal,F,VS2,61.7,56.0,7.4342573821331355,5.26,5.3,3.26
0.55,Very Good,F,VS2,61.7,56.0,7.4342573821331355,5.25,5.29,3.25
0.55,Ideal,D,SI1,60.6,56.0,7.4342573821331355,5.27,5.32,3.21
0.61,Ideal,J,VVS1,60.9,56.0,7.4342573821331355,5.45,5.51,3.34
0.53,Ideal,G,VS1,62.2,55.0,7.4342573821331355,5.18,5.21,3.23
0.53,Very Good,F,VS2,59.2,58.0,7.434847875211999,5.29,5.31,3.14
0.4,Ideal,D,VVS2,61.2,56.0,7.434847875211999,4.76,4.78,2.92
0.32,Good,E,SI1,63.3,55.0,6.263398262591624,4.33,4.36,2.75
0.3,Very Good,H,VVS2,61.5,57.0,6.26530121273771,4.32,4.36,2.66
0.28,Very Good,H,VVS1,62.9,54.0,6.26530121273771,4.2,4.23,2.65
0.25,Very Good,G,VVS1,61.7,56.0,6.26530121273771,4.07,4.09,2.51
0.25,Very Good,G,VVS1,63.0,54.0,6.26530121273771,4.02,4.04,2.54
0.25,Very Good,G,VVS1,61.8,56.0,6.26530121273771,4.03,4.06,2.5
0.25,Very Good,G,VVS1,60.6,55.0,6.26530121273771,4.12,4.14,2.5
0.25,Very Good,G,VVS1,61.8,57.0,6.26530121273771,4.04,4.07,2.5
0.25,Very Good,G,VVS1,61.4,56.0,6.26530121273771,4.04,4.07,2.49
0.23,Very Good,F,VVS1,60.7,55.0,6.26530121273771,3.98,4.0,2.42
0.36,Ideal,J,VVS2,61.7,55.0,6.26530121273771,4.61,4.63,2.85
0.25,Ideal,G,VVS2,62.0,54.0,6.26530121273771,4.05,4.08,2.52
0.25,Ideal,G,VVS2,62.1,57.0,6.26530121273771,4.01,4.07,2.5
0.25,Ideal,G,VVS2,61.5,56.0,6.26530121273771,4.06,4.08,2.5
0.25,Ideal,G,VVS2,62.1,56.0,6.26530121273771,4.02,4.05,2.5
0.25,Ideal,G,VVS2,61.9,55.0,6.26530121273771,4.07,4.1,2.53
0.25,Ideal,H,VVS1,60.2,56.0,6.26530121273771,4.1,4.11,2.47
0.25,Ideal,H,VVS1,62.4,55.0,6.26530121273771,4.04,4.08,2.53
0.29,Ideal,G,VS2,61.6,56.0,6.26530121273771,4.26,4.29,2.63
0.29,Ideal,G,VS2,60.7,55.0,6.26530121273771,4.31,4.35,2.63
0.38,Ideal,J,SI1,62.0,54.0,6.26530121273771,4.66,4.7,2.9
0.38,Ideal,J,SI1,62.0,54.0,6.26530121273771,4.67,4.71,2.91
0.38,Ideal,J,SI1,61.8,54.0,6.26530121273771,4.68,4.7,2.9
0.25,Ideal,H,IF,61.4,57.0,6.26530121273771,4.05,4.08,2.49
0.25,Premium,E,VS2,59.7,61.0,6.26530121273771,4.1,4.08,2.44
0.25,Very Good,E,VVS2,63.1,55.0,6.267200548541362,3.98,4.04,2.53
0.25,Very Good,E,VVS1,60.1,57.0,6.267200548541362,4.08,4.11,2.46
0.3,Very Good,E,SI1,59.7,59.9,6.267200548541362,4.36,4.4,2.61
0.25,Very Good,F,IF,63.3,59.0,6.267200548541362,3.99,4.04,2.54
0.24,Ideal,F,VVS2,62.4,55.0,6.267200548541362,3.99,4.02,2.5
0.54,Premium,F,SI1,62.3,58.0,7.434847875211999,5.26,5.2,3.26
0.5,Very Good,G,VS1,61.0,58.0,7.43543801981455,5.08,5.15,3.12
0.59,Ideal,D,SI1,61.2,56.0,7.43543801981455,5.38,5.43,3.31
0.59,Good,D,SI1,63.7,56.0,7.43543801981455,5.32,5.35,3.4
0.52,Ideal,G,VS1,62.8,55.0,7.43543801981455,5.16,5.13,3.23
0.52,Ideal,G,VS1,63.0,54.0,7.43543801981455,5.17,5.12,3.24
0.53,Ideal,D,VS2,61.8,57.0,7.43543801981455,5.17,5.21,3.21
0.52,Ideal,G,VS1,61.3,56.0,7.43543801981455,5.2,5.17,3.18
0.52,Ideal,E,VS2,61.4,54.0,7.43543801981455,5.23,5.2,3.2
0.52,Ideal,E,VS2,61.5,56.0,7.43543801981455,5.2,5.18,3.19
0.52,Ideal,E,VS2,61.3,57.0,7.43543801981455,5.22,5.19,3.19
0.52,Ideal,E,VS2,62.1,56.0,7.43543801981455,5.2,5.17,3.22
0.52,Ideal,E,VS2,60.4,57.0,7.43543801981455,5.22,5.17,3.14
0.52,Very Good,E,VS2,63.4,57.0,7.43543801981455,5.16,5.12,3.26
0.52,Premium,E,VS2,61.6,59.0,7.43543801981455,5.16,5.14,3.17
0.52,Premium,E,VS2,62.5,60.0,7.43543801981455,5.14,5.1,3.2
0.52,Ideal,E,VS2,61.7,57.0,7.43543801981455,5.17,5.1,3.17
0.56,Ideal,H,VS2,61.8,54.0,7.43543801981455,5.34,5.31,3.29
0.52,Ideal,H,VVS1,62.4,55.0,7.4360278163518485,5.11,5.15,3.2
0.5,Ideal,E,VS2,61.3,55.0,7.4360278163518485,5.13,5.15,3.15
0.54,Ideal,E,VS2,61.6,59.0,7.4360278163518485,5.21,5.24,3.22
0.53,Ideal,G,VS1,61.9,55.0,7.4360278163518485,5.22,5.25,3.24
0.5,Ideal,F,VS1,61.6,57.0,7.4360278163518485,5.07,5.09,3.13
0.5,Ideal,F,VS1,61.2,56.0,7.4360278163518485,5.13,5.17,3.15
0.55,Good,E,VS2,59.8,61.0,7.4360278163518485,5.29,5.32,3.17
0.54,Ideal,H,VVS2,61.1,56.0,7.436617265234227,5.23,5.28,3.21
0.54,Ideal,H,VVS2,61.8,56.0,7.436617265234227,5.25,5.27,3.25
0.71,Premium,I,SI2,62.1,58.0,7.436617265234227,5.7,5.67,3.53
0.51,Very Good,F,VS1,62.4,59.0,7.437206366871292,5.04,5.09,3.16
0.51,Very Good,E,VS1,60.4,59.0,7.437206366871292,5.16,5.2,3.13
0.53,Ideal,F,VS1,60.7,55.0,7.437206366871292,5.32,5.25,3.21
0.51,Ideal,E,VS1,61.8,55.0,7.437206366871292,5.15,5.18,3.19
0.7,Good,H,SI2,64.2,58.0,7.437206366871292,5.56,5.6,3.58
0.54,Very Good,G,VS1,63.6,56.0,7.4377951216719325,5.17,5.24,3.31
0.51,Very Good,H,SI1,61.0,55.0,7.4377951216719325,5.18,5.21,3.17
0.5,Premium,E,VS1,58.8,62.0,7.4377951216719325,5.17,5.14,3.03
0.59,Ideal,I,VVS1,61.6,55.0,7.4377951216719325,5.4,5.45,3.34
0.58,Ideal,E,VS2,60.9,59.0,7.4377951216719325,5.36,5.44,3.29
0.57,Ideal,E,VS2,62.2,55.0,7.4377951216719325,5.3,5.34,3.31
0.6,Ideal,D,SI1,61.4,55.0,7.4377951216719325,5.43,5.45,3.34
0.56,Ideal,I,VVS1,62.0,56.0,7.4377951216719325,5.29,5.26,3.27
0.56,Premium,I,VVS1,62.4,56.0,7.4377951216719325,5.28,5.24,3.28
0.56,Ideal,I,VVS1,62.0,57.0,7.4377951216719325,5.33,5.29,3.29
0.56,Ideal,G,VS2,62.1,56.0,7.4377951216719325,5.31,5.29,3.29
0.56,Ideal,G,VS2,61.0,57.0,7.4377951216719325,5.34,5.32,3.25
0.56,Ideal,H,VS1,62.8,56.0,7.4377951216719325,5.28,5.23,3.3
0.56,Ideal,G,VS2,61.2,56.0,7.4377951216719325,5.33,5.29,3.25
0.56,Ideal,G,VS2,61.7,56.0,7.4377951216719325,5.34,5.3,3.28
0.56,Ideal,G,VS2,60.6,57.0,7.4377951216719325,5.36,5.33,3.24
0.56,Premium,G,VS2,60.9,58.0,7.4377951216719325,5.36,5.34,3.26
0.56,Premium,G,VS2,62.5,57.0,7.4377951216719325,5.28,5.25,3.29
0.56,Ideal,G,VS2,62.0,56.0,7.4377951216719325,5.3,5.28,3.28
0.56,Ideal,G,VS2,61.9,55.0,7.4377951216719325,5.32,5.28,3.28
0.56,Ideal,E,SI1,62.3,56.0,7.4377951216719325,5.3,5.26,3.29
0.56,Ideal,E,SI1,61.7,56.0,7.4377951216719325,5.33,5.3,3.28
0.56,Ideal,E,SI1,60.9,56.0,7.4377951216719325,5.35,5.32,3.25
0.56,Ideal,E,SI1,62.7,57.0,7.4377951216719325,5.27,5.23,3.29
0.55,Ideal,F,VS2,61.2,55.0,7.4377951216719325,5.3,5.28,3.24
0.55,Premium,F,VS2,62.2,58.0,7.4377951216719325,5.26,5.22,3.26
0.55,Ideal,F,VS2,62.7,55.0,7.4377951216719325,5.26,5.24,3.29
0.55,Premium,D,SI1,61.6,56.0,7.4377951216719325,5.28,5.24,3.24
0.55,Premium,D,SI1,62.7,59.0,7.4377951216719325,5.25,5.22,3.28
0.6,Premium,E,SI1,60.0,57.0,7.4377951216719325,5.52,5.48,3.3
0.72,Very Good,H,SI2,63.3,57.0,7.4377951216719325,5.7,5.67,3.6
0.63,Ideal,F,SI1,62.6,56.0,7.4377951216719325,5.53,5.49,3.45
0.55,Premium,D,SI1,60.5,60.0,7.4377951216719325,5.3,5.27,3.2
0.55,Premium,E,SI1,60.8,58.0,7.4377951216719325,5.32,5.29,3.22
0.55,Premium,F,VS2,59.7,58.0,7.4377951216719325,5.37,5.31,3.19
0.7,Good,J,SI2,61.6,57.2,7.438383530044307,5.65,5.68,3.49
0.7,Good,I,SI2,63.4,59.0,7.438383530044307,5.66,5.57,3.56
0.56,Ideal,E,VS2,62.8,57.0,7.438383530044307,5.21,5.23,3.28
0.52,Ideal,H,VS1,62.0,55.0,7.438383530044307,5.15,5.19,3.2
0.52,Ideal,H,VS1,61.0,56.0,7.438383530044307,5.15,5.23,3.17
0.5,Premium,E,VS2,60.7,59.0,7.438383530044307,5.13,5.11,3.11
0.5,Premium,E,VS2,60.5,60.0,7.438383530044307,5.13,5.09,3.09
0.73,Premium,H,SI2,61.2,59.0,7.438383530044307,5.83,5.77,3.55
0.62,Very Good,D,SI1,62.4,58.0,7.438971592395862,5.42,5.47,3.4
0.53,Ideal,E,VS1,60.9,57.0,7.438971592395862,5.19,5.25,3.18
0.55,Ideal,F,SI1,61.9,55.0,7.438971592395862,5.25,5.29,3.26
0.5,Ideal,E,SI1,61.5,57.0,7.438971592395862,5.08,5.1,3.13
0.52,Good,D,VS2,63.4,56.0,7.43955930913332,5.09,5.16,3.25
0.52,Very Good,D,VS2,59.4,61.0,7.43955930913332,5.23,5.24,3.11
0.52,Good,D,VS2,63.5,57.0,7.43955930913332,5.08,5.13,3.24
0.52,Ideal,D,VS2,62.0,53.0,7.43955930913332,5.17,5.21,3.22
0.5,Good,D,VS1,64.2,55.0,7.43955930913332,5.01,5.08,3.24
0.58,Fair,G,VS1,64.7,60.0,7.43955930913332,5.23,5.28,3.41
0.51,Ideal,H,VVS1,62.7,57.0,7.440146680662688,5.12,5.15,3.22
0.55,Ideal,F,VS2,60.9,57.0,7.440146680662688,5.3,5.34,3.24
0.7,Ideal,I,SI2,61.5,53.0,7.440146680662688,5.74,5.77,3.54
0.5,Very Good,D,VS2,59.1,59.0,7.440733707389261,5.19,5.24,3.08
0.53,Ideal,D,VS2,61.4,55.0,7.4413203897176174,5.24,5.21,3.21
0.61,Premium,G,VS1,61.7,60.0,7.4413203897176174,5.46,5.4,3.35
0.61,Premium,E,VS2,61.2,62.0,7.4413203897176174,5.48,5.44,3.34
0.59,Ideal,G,VS2,62.0,57.0,7.441906728051625,5.31,5.4,3.32
0.58,Ideal,F,SI1,62.2,57.0,7.441906728051625,5.37,5.33,3.33
0.96,Fair,H,I1,61.1,60.0,7.441906728051625,6.26,6.07,3.77
0.61,Very Good,I,VS2,62.7,57.0,7.442492722794441,5.39,5.42,3.39
0.56,Very Good,F,VS2,60.8,57.0,7.442492722794441,5.29,5.33,3.23
0.51,Very Good,F,VS1,61.0,59.0,7.442492722794441,5.16,5.1,3.13
0.5,Very Good,H,IF,61.3,60.0,7.442492722794441,5.08,5.17,3.14
0.58,Ideal,F,VS2,60.2,57.0,7.442492722794441,5.43,5.48,3.28
0.61,Ideal,H,VS1,61.6,56.9,7.442492722794441,5.4,5.49,3.36
0.61,Good,H,VS1,60.1,60.3,7.442492722794441,5.47,5.5,3.29
0.53,Ideal,D,SI1,61.2,57.0,7.442492722794441,5.24,5.19,3.19
0.52,Ideal,F,VS1,62.5,57.0,7.443078374348516,5.17,5.13,3.22
0.54,Very Good,E,VS2,61.2,58.0,7.443078374348516,5.21,5.28,3.21
0.52,Ideal,D,VS1,60.9,56.0,7.443078374348516,5.17,5.21,3.16
0.52,Premium,G,VVS2,61.0,58.0,7.443078374348516,5.15,5.21,3.16
0.53,Ideal,E,VS2,60.8,55.0,7.443078374348516,5.26,5.3,3.21
0.53,Ideal,E,VS2,61.4,55.0,7.443078374348516,5.19,5.24,3.2
0.54,Very Good,I,IF,58.8,61.0,7.443663683115591,5.29,5.35,3.13
0.56,Ideal,F,VS2,61.0,55.0,7.443663683115591,5.33,5.35,3.26
0.52,Ideal,E,VS2,61.7,56.0,7.443663683115591,5.13,5.18,3.18
0.51,Ideal,G,VS1,61.5,54.9,7.443663683115591,5.13,5.25,3.17
0.51,Ideal,G,VS1,60.9,56.0,7.443663683115591,5.16,5.19,3.15
0.51,Ideal,E,VS1,61.5,53.0,7.443663683115591,5.17,5.24,3.2
0.56,Ideal,D,SI1,61.3,55.0,7.443663683115591,5.32,5.35,3.27
0.67,Good,I,VS2,60.7,61.4,7.443663683115591,5.6,5.64,3.41
0.5,Good,D,VS2,64.0,56.0,7.443663683115591,5.04,5.02,3.22
0.66,Premium,E,SI1,61.1,56.0,7.443663683115591,5.68,5.62,3.45
0.64,Ideal,J,VVS2,62.4,57.0,7.444248649496705,5.48,5.51,3.43
0.59,Very Good,I,VVS1,62.8,58.0,7.444248649496705,5.3,5.34,3.34
0.54,Premium,E,VS2,60.0,58.0,7.444248649496705,5.34,5.29,3.19
0.55,Ideal,F,VS2,61.7,56.0,7.444248649496705,5.25,5.31,3.26
0.55,Ideal,F,VS2,60.9,56.0,7.444248649496705,5.3,5.34,3.24
0.54,Ideal,H,VS1,61.8,56.0,7.444248649496705,5.21,5.25,3.23
0.51,Very Good,G,VS1,63.4,57.0,7.444248649496705,5.08,5.04,3.21
0.51,Ideal,E,VS2,61.7,53.0,7.444248649496705,5.2,5.18,3.2
0.51,Premium,E,VS2,62.5,60.0,7.444248649496705,5.1,5.08,3.18
0.51,Premium,E,VS2,63.0,59.0,7.444248649496705,5.08,5.05,3.19
0.62,Very Good,H,VS2,61.7,63.0,7.444248649496705,5.48,5.42,3.36
0.51,Premium,G,VS1,60.2,57.0,7.444248649496705,5.24,5.2,3.14
0.5,Premium,H,VVS1,62.5,58.0,7.444833273892193,5.05,5.1,3.17
0.5,Good,H,VVS1,63.5,58.0,7.444833273892193,4.98,5.03,3.18
0.5,Premium,F,VS1,61.3,59.0,7.444833273892193,5.09,5.15,3.14
0.5,Premium,F,VS1,61.8,60.0,7.444833273892193,5.06,5.1,3.14
0.5,Premium,F,VS1,62.0,58.0,7.444833273892193,5.03,5.1,3.14
0.5,Very Good,F,VS1,62.3,55.0,7.444833273892193,5.06,5.09,3.16
0.5,Ideal,F,VS1,62.5,57.0,7.444833273892193,5.06,5.09,3.17
0.5,Ideal,H,VVS1,60.6,55.0,7.444833273892193,5.13,5.17,3.12
0.52,Good,F,VS1,61.2,62.0,7.444833273892193,5.12,5.05,3.11
0.51,Ideal,F,VS2,62.3,56.0,7.445417556701687,5.12,5.08,3.18
0.63,Ideal,G,SI1,62.3,58.0,7.445417556701687,5.44,5.48,3.4
0.69,Ideal,G,SI2,62.7,54.0,7.445417556701687,5.71,5.64,3.56
0.56,Very Good,F,VS1,62.0,59.0,7.44600149832412,5.3,5.34,3.3
0.53,Premium,F,VS2,61.6,57.1,7.44600149832412,5.15,5.21,3.19
0.59,Very Good,E,VS2,61.8,59.0,7.44600149832412,5.35,5.4,3.32
0.52,Ideal,E,VS2,61.3,55.0,7.44600149832412,5.18,5.2,3.18
0.5,Ideal,D,VS2,61.9,59.0,7.44600149832412,5.07,5.1,3.15
0.56,Ideal,G,VS1,61.8,55.0,7.44600149832412,5.28,5.37,3.29
0.66,Ideal,I,SI1,61.2,57.0,7.44600149832412,5.6,5.64,3.44
0.53,Ideal,H,IF,60.2,56.0,7.44600149832412,5.29,5.32,3.19
0.56,Good,F,VS1,59.1,62.0,7.44600149832412,5.36,5.42,3.19
0.56,Good,F,VS1,63.2,61.0,7.44600149832412,5.2,5.28,3.3
0.55,Ideal,I,VVS1,62.7,57.0,7.44600149832412,5.23,5.17,3.26
0.55,Ideal,I,VVS1,61.7,56.0,7.44600149832412,5.29,5.24,3.25
0.55,Premium,I,VVS1,61.3,59.0,7.44600149832412,5.3,5.27,3.24
0.65,Premium,G,SI1,59.9,59.0,7.44600149832412,5.69,5.62,3.39
0.5,Very Good,D,VS2,60.1,63.0,7.44600149832412,5.13,5.09,3.07
0.71,Ideal,J,SI1,61.0,57.0,7.446585099157725,5.78,5.8,3.53
0.61,Ideal,I,VVS1,62.5,54.0,7.446585099157725,5.43,5.49,3.41
0.54,Ideal,E,VS2,62.8,55.0,7.446585099157725,5.21,5.24,3.28
0.52,Ideal,E,SI1,60.9,57.0,7.446585099157725,5.17,5.2,3.16
0.5,Good,E,VS1,61.0,61.0,7.44716835960004,5.07,5.12,3.11
0.55,Ideal,E,VS2,60.3,57.0,7.447751280047908,5.3,5.28,3.19
0.55,Ideal,E,VS2,59.8,57.0,7.447751280047908,5.34,5.3,3.18
0.55,Ideal,E,VS2,62.0,55.0,7.447751280047908,5.28,5.24,3.26
0.7,Ideal,H,SI2,60.6,54.0,7.447751280047908,5.73,5.65,3.45
0.56,Premium,F,SI2,60.2,58.0,7.447751280047908,5.36,5.33,3.22
0.6,Very Good,F,SI1,62.1,57.4,7.447751280047908,5.39,5.45,3.35
0.5,Very Good,G,VVS2,62.1,61.0,7.447751280047908,5.07,5.1,3.16
0.5,Good,G,VVS2,63.8,56.0,7.447751280047908,5.03,5.06,3.22
0.5,Good,G,VVS2,63.9,58.0,7.447751280047908,5.0,5.05,3.21
0.5,Very Good,G,VVS2,62.2,61.0,7.447751280047908,5.07,5.09,3.16
0.5,Good,G,VVS2,63.4,57.0,7.447751280047908,5.06,5.1,3.22
0.5,Very Good,G,VVS2,60.5,62.0,7.447751280047908,5.07,5.14,3.09
0.55,Ideal,H,VVS2,61.7,57.0,7.447751280047908,5.26,5.28,3.25
0.71,Good,I,SI1,64.2,57.0,7.447751280047908,5.59,5.57,3.58
0.6,Ideal,I,VVS1,62.0,56.0,7.447751280047908,5.39,5.43,3.35
0.55,Ideal,G,VS2,61.8,55.0,7.447751280047908,5.25,5.3,3.26
0.55,Ideal,F,VS2,61.4,56.0,7.447751280047908,5.28,5.31,3.25
0.56,Ideal,H,VS1,61.1,57.0,7.447751280047908,5.31,5.34,3.25
0.55,Good,E,VS2,60.3,61.0,7.447751280047908,5.31,5.37,3.22
0.54,Premium,D,SI1,62.3,60.0,7.447751280047908,5.22,5.18,3.24
0.54,Ideal,D,SI1,62.6,55.0,7.447751280047908,5.23,5.19,3.26
0.5,Very Good,H,VVS1,63.3,57.0,7.447751280047908,5.06,5.02,3.19
0.7,Very Good,G,SI2,63.2,57.0,7.447751280047908,5.66,5.59,3.55
0.7,Very Good,G,SI2,63.4,57.0,7.447751280047908,5.62,5.58,3.55
0.8,Fair,G,I1,64.5,57.0,7.447751280047908,5.86,5.83,3.77
0.5,Premium,F,VS1,61.6,58.0,7.447751280047908,5.11,5.06,3.13
0.7,Premium,I,SI2,63.0,56.0,7.447751280047908,5.71,5.63,3.57
0.5,Very Good,D,VS1,63.1,57.0,7.447751280047908,5.04,5.0,3.17
0.61,Premium,E,SI2,61.3,59.0,7.447751280047908,5.48,5.39,3.33
0.32,Fair,F,VS2,59.6,60.0,7.447751280047908,4.42,4.34,2.61
0.71,Very Good,D,I1,59.7,63.0,7.447751280047908,5.8,5.7,3.43
0.51,Ideal,D,VS2,62.9,56.0,7.448333860897476,5.1,5.07,3.2
0.51,Ideal,D,VS2,61.4,57.0,7.448333860897476,5.13,5.16,3.16
0.51,Very Good,D,VS2,62.0,59.0,7.448333860897476,5.08,5.12,3.16
0.51,Premium,D,VS2,62.7,59.0,7.448333860897476,5.05,5.09,3.18
0.51,Premium,D,VS2,62.0,60.0,7.448333860897476,5.07,5.12,3.16
